Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"AFG","AMERICAN FINANCIAL GROUP INC","Financials","Equity","6,245,887.50","0.01","6,245,887.50","47,050.00","132.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AAL","AMERICAN AIRLINES GROUP INC","Industrials","Equity","6,235,953.32","0.01","6,235,953.32","471,706.00","13.22","United States","NASDAQ","USD","1.00","USD","-"
"TECH","BIO TECHNE CORP","Health Care","Equity","6,212,710.62","0.01","6,212,710.62","113,226.00","54.87","United States","NASDAQ","USD","1.00","USD","-"
"EGP","EASTGROUP PROPERTIES REIT INC","Real Estate","Equity","6,198,482.88","0.01","6,198,482.88","37,179.00","166.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WBA","WALGREEN BOOTS ALLIANCE INC","Consumer Staples","Equity","6,184,428.48","0.01","6,184,428.48","511,956.00","12.08","United States","NASDAQ","USD","1.00","USD","-"
"AR","ANTERO RESOURCES CORP","Energy","Equity","6,146,379.77","0.01","6,146,379.77","205,771.00","29.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PR","PERMIAN RESOURCES CORP CLASS A","Energy","Equity","6,124,473.94","0.01","6,124,473.94","468,949.00","13.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HALO","HALOZYME THERAPEUTICS INC","Health Care","Equity","6,105,195.16","0.01","6,105,195.16","87,242.00","69.98","United States","NASDAQ","USD","1.00","USD","-"
"ELAN","ELANCO ANIMAL HEALTH INC","Health Care","Equity","6,102,899.28","0.01","6,102,899.28","348,339.00","17.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CHWY","CHEWY INC CLASS A","Consumer Discretionary","Equity","6,096,676.95","0.01","6,096,676.95","148,881.00","40.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AVTR","AVANTOR INC","Health Care","Equity","6,099,276.04","0.01","6,099,276.04","469,898.00","12.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WTFC","WINTRUST FINANCIAL CORP","Financials","Equity","6,037,940.54","0.01","6,037,940.54","47,188.00","127.96","United States","NASDAQ","USD","1.00","USD","-"
"LSCC","LATTICE SEMICONDUCTOR CORP","Information Technology","Equity","6,008,502.24","0.01","6,008,502.24","97,604.00","61.56","United States","NASDAQ","USD","1.00","USD","-"
"AOS","A O SMITH CORP","Industrials","Equity","5,992,649.08","0.01","5,992,649.08","82,294.00","72.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SN","SHARKNINJA INC","Consumer Discretionary","Equity","5,988,719.88","0.01","5,988,719.88","50,182.00","119.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BSY","BENTLEY SYSTEMS INC CLASS B","Information Technology","Equity","5,985,016.54","0.01","5,985,016.54","112,037.00","53.42","United States","NASDAQ","USD","1.00","USD","-"
"AWI","ARMSTRONG WORLD INDUSTRIES INC","Industrials","Equity","5,977,409.97","0.01","5,977,409.97","30,611.00","195.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXAS","EXACT SCIENCES CORP","Health Care","Equity","5,973,208.16","0.01","5,973,208.16","130,762.00","45.68","United States","NASDAQ","USD","1.00","USD","-"
"BPOP","POPULAR INC","Financials","Equity","5,933,397.39","0.01","5,933,397.39","49,781.00","119.19","United States","NASDAQ","USD","1.00","USD","-"
"HRL","HORMEL FOODS CORP","Consumer Staples","Equity","5,919,791.70","0.01","5,919,791.70","208,370.00","28.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DOCS","DOXIMITY INC CLASS A","Health Care","Equity","5,917,002.20","0.01","5,917,002.20","93,020.00","63.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FRT","FEDERAL REALTY INVESTMENT TRUST RE","Real Estate","Equity","5,885,838.90","0.01","5,885,838.90","60,867.00","96.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"QRVO","QORVO INC","Information Technology","Equity","5,884,300.18","0.01","5,884,300.18","65,717.00","89.54","United States","NASDAQ","USD","1.00","USD","-"
"SKX","SKECHERS USA INC CLASS A","Consumer Discretionary","Equity","5,852,031.06","0.01","5,852,031.06","92,801.00","63.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LKQ","LKQ CORP","Consumer Discretionary","Equity","5,839,805.64","0.01","5,839,805.64","186,814.00","31.26","United States","NASDAQ","USD","1.00","USD","-"
"RBRK","RUBRIK INC CLASS A","Information Technology","Equity","5,802,159.06","0.01","5,802,159.06","69,098.00","83.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OLLI","OLLIES BARGAIN OUTLET HOLDINGS INC","Consumer Discretionary","Equity","5,797,181.34","0.01","5,797,181.34","42,771.00","135.54","United States","NASDAQ","USD","1.00","USD","-"
"SSD","SIMPSON MANUFACTURING INC","Industrials","Equity","5,792,803.35","0.01","5,792,803.35","30,185.00","191.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SAIA","SAIA INC","Industrials","Equity","5,765,360.88","0.01","5,765,360.88","18,726.00","307.88","United States","NASDAQ","USD","1.00","USD","-"
"ACI","ALBERTSONS COMPANY INC CLASS A","Consumer Staples","Equity","5,748,928.97","0.01","5,748,928.97","295,879.00","19.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LITE","LUMENTUM HOLDINGS INC","Information Technology","Equity","5,729,907.00","0.01","5,729,907.00","48,575.00","117.96","United States","NASDAQ","USD","1.00","USD","-"
"INGR","INGREDION INC","Consumer Staples","Equity","5,731,218.56","0.01","5,731,218.56","45,457.00","126.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CART","MAPLEBEAR INC","Consumer Staples","Equity","5,714,245.50","0.01","5,714,245.50","122,887.00","46.50","United States","NASDAQ","USD","1.00","USD","-"
"BRX","BRIXMOR PROPERTY GROUP REIT INC","Real Estate","Equity","5,694,140.16","0.01","5,694,140.16","210,816.00","27.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ADC","AGREE REALTY REIT CORP","Real Estate","Equity","5,666,557.16","0.01","5,666,557.16","77,117.00","73.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LAD","LITHIA MOTORS INC CLASS A","Consumer Discretionary","Equity","5,602,478.42","0.01","5,602,478.42","18,194.00","307.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TPG","TPG INC CLASS A","Financials","Equity","5,590,959.60","0.01","5,590,959.60","92,184.00","60.65","United States","NASDAQ","USD","1.00","USD","-"
"ZION","ZIONS BANCORPORATION","Financials","Equity","5,586,927.04","0.01","5,586,927.04","105,136.00","53.14","United States","NASDAQ","USD","1.00","USD","-"
"PCTY","PAYLOCITY HOLDING CORP","Industrials","Equity","5,579,595.56","0.01","5,579,595.56","31,339.00","178.04","United States","NASDAQ","USD","1.00","USD","-"
"CBSH","COMMERCE BANCSHARES INC","Financials","Equity","5,547,193.96","0.01","5,547,193.96","89,572.00","61.93","United States","NASDAQ","USD","1.00","USD","-"
"SCCO","SOUTHERN COPPER CORP","Materials","Equity","5,539,166.75","0.01","5,539,166.75","58,771.00","94.25","Peru","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ASTS","AST SPACEMOBILE INC CLASS A","Communication","Equity","5,515,589.75","0.01","5,515,589.75","122,705.00","44.95","United States","NASDAQ","USD","1.00","USD","-"
"NNN","NNN REIT INC","Real Estate","Equity","5,510,987.44","0.01","5,510,987.44","132,412.00","41.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CRL","CHARLES RIVER LABORATORIES INTERNA","Health Care","Equity","5,506,387.60","0.01","5,506,387.60","34,745.00","158.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FIVE","FIVE BELOW INC","Consumer Discretionary","Equity","5,503,289.04","0.01","5,503,289.04","38,898.00","141.48","United States","NASDAQ","USD","1.00","USD","-"
"BEN","FRANKLIN RESOURCES INC","Financials","Equity","5,492,988.66","0.01","5,492,988.66","221,313.00","24.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TTC","TORO","Industrials","Equity","5,496,899.10","0.01","5,496,899.10","70,455.00","78.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RRC","RANGE RESOURCES CORP","Energy","Equity","5,485,439.10","0.01","5,485,439.10","167,290.00","32.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXP","EAGLE MATERIALS INC","Materials","Equity","5,480,897.76","0.01","5,480,897.76","23,504.00","233.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NFG","NATIONAL FUEL GAS","Utilities","Equity","5,483,518.76","0.01","5,483,518.76","63,673.00","86.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IVZ","INVESCO LTD","Financials","Equity","5,478,977.39","0.01","5,478,977.39","263,033.00","20.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALSN","ALLISON TRANSMISSION HOLDINGS INC","Industrials","Equity","5,473,530.92","0.01","5,473,530.92","62,348.00","87.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EMN","EASTMAN CHEMICAL","Materials","Equity","5,453,675.92","0.01","5,453,675.92","81,752.00","66.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UGI","UGI CORP","Utilities","Equity","5,412,410.36","0.01","5,412,410.36","156,836.00","34.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"W","WAYFAIR INC CLASS A","Consumer Discretionary","Equity","5,402,706.40","0.01","5,402,706.40","68,432.00","78.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LNW","LIGHT WONDER INC","Consumer Discretionary","Equity","5,383,368.60","0.01","5,383,368.60","58,899.00","91.40","United States","NASDAQ","USD","1.00","USD","-"
"MTSI","MACOM TECHNOLOGY SOLUTIONS INC","Information Technology","Equity","5,387,283.00","0.01","5,387,283.00","44,523.00","121.00","United States","NASDAQ","USD","1.00","USD","-"
"AXS","AXIS CAPITAL HOLDINGS LTD","Financials","Equity","5,369,275.05","0.01","5,369,275.05","55,669.00","96.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MGM","MGM RESORTS INTERNATIONAL","Consumer Discretionary","Equity","5,353,566.14","0.01","5,353,566.14","145,834.00","36.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LW","LAMB WESTON HOLDINGS INC","Consumer Staples","Equity","5,344,534.70","0.01","5,344,534.70","96,997.00","55.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CGNX","COGNEX CORP","Information Technology","Equity","5,335,075.20","0.01","5,335,075.20","122,928.00","43.40","United States","NASDAQ","USD","1.00","USD","-"
"HSIC","HENRY SCHEIN INC","Health Care","Equity","5,328,316.62","0.01","5,328,316.62","78,002.00","68.31","United States","NASDAQ","USD","1.00","USD","-"
"PCOR","PROCORE TECHNOLOGIES INC","Information Technology","Equity","5,329,522.44","0.01","5,329,522.44","81,566.00","65.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AA","ALCOA CORP","Materials","Equity","5,307,449.40","0.01","5,307,449.40","177,804.00","29.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APA","APA CORP","Energy","Equity","5,286,424.88","0.01","5,286,424.88","261,187.00","20.24","United States","NASDAQ","USD","1.00","USD","-"
"FBIN","FORTUNE BRANDS INNOVATIONS INC","Industrials","Equity","5,266,846.38","0.01","5,266,846.38","87,942.00","59.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CFR","CULLEN FROST BANKERS INC","Financials","Equity","5,248,619.10","0.01","5,248,619.10","41,835.00","125.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VMI","VALMONT INDS INC","Industrials","Equity","5,228,429.08","0.01","5,228,429.08","13,982.00","373.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SGAFT","CASH COLLATERAL USD SGAFT","Cash and/or Derivatives","Cash Collateral and Margins","5,190,000.00","0.01","5,190,000.00","5,190,000.00","100.00","United States","-","USD","1.00","USD","Sep 01, 2016"
"R","RYDER SYSTEM INC","Industrials","Equity","5,188,930.02","0.01","5,188,930.02","28,627.00","181.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AGCO","AGCO CORP","Industrials","Equity","5,171,411.93","0.01","5,171,411.93","45,527.00","113.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"G","GENPACT LTD","Industrials","Equity","5,131,008.03","0.01","5,131,008.03","114,557.00","44.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VOYA","VOYA FINANCIAL INC","Financials","Equity","5,106,675.84","0.01","5,106,675.84","68,712.00","74.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MUSA","MURPHY USA INC","Consumer Discretionary","Equity","5,083,898.82","0.01","5,083,898.82","12,831.00","396.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LNC","LINCOLN NATIONAL CORP","Financials","Equity","5,062,841.96","0.01","5,062,841.96","124,762.00","40.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SNV","SYNOVUS FINANCIAL CORP","Financials","Equity","5,053,892.61","0.01","5,053,892.61","102,037.00","49.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FOX","FOX CORP CLASS B","Communication","Equity","5,043,925.50","0.01","5,043,925.50","94,775.00","53.22","United States","NASDAQ","USD","1.00","USD","-"
"JAZZ","JAZZ PHARMACEUTICALS PLC","Health Care","Equity","5,023,803.20","0.01","5,023,803.20","42,146.00","119.20","United States","NASDAQ","USD","1.00","USD","-"
"FLS","FLOWSERVE CORP","Industrials","Equity","5,007,923.35","0.01","5,007,923.35","94,865.00","52.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TREX","TREX INC","Industrials","Equity","4,999,897.98","0.01","4,999,897.98","78,099.00","64.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BROS","DUTCH BROS INC CLASS A","Consumer Discretionary","Equity","4,997,488.92","0.01","4,997,488.92","78,306.00","63.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BFAM","BRIGHT HORIZONS FAMILY SOLUTIONS I","Consumer Discretionary","Equity","4,970,473.20","0.01","4,970,473.20","40,635.00","122.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MKTX","MARKETAXESS HOLDINGS INC","Financials","Equity","4,965,538.75","0.01","4,965,538.75","26,575.00","186.85","United States","NASDAQ","USD","1.00","USD","-"
"PNFP","PINNACLE FINANCIAL PARTNERS INC","Financials","Equity","4,950,379.37","0.01","4,950,379.37","53,167.00","93.11","United States","NASDAQ","USD","1.00","USD","-"
"DINO","HF SINCLAIR CORP","Energy","Equity","4,947,686.55","0.01","4,947,686.55","108,621.00","45.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALK","ALASKA AIR GROUP INC","Industrials","Equity","4,923,858.24","0.01","4,923,858.24","86,202.00","57.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KD","KYNDRYL HOLDINGS INC","Information Technology","Equity","4,902,708.24","0.01","4,902,708.24","163,206.00","30.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GMED","GLOBUS MEDICAL INC CLASS A","Health Care","Equity","4,887,727.68","0.01","4,887,727.68","79,904.00","61.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STWD","STARWOOD PROPERTY TRUST REIT INC","Financials","Equity","4,877,460.05","0.01","4,877,460.05","243,995.00","19.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXLS","EXLSERVICE HOLDINGS INC","Industrials","Equity","4,865,875.20","0.01","4,865,875.20","112,636.00","43.20","United States","NASDAQ","USD","1.00","USD","-"
"CAVA","CAVA GROUP INC","Consumer Discretionary","Equity","4,860,908.30","0.01","4,860,908.30","71,014.00","68.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CHE","CHEMED CORP","Health Care","Equity","4,856,648.85","0.01","4,856,648.85","10,701.00","453.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LBRDK","LIBERTY BROADBAND CORP SERIES C","Communication","Equity","4,844,337.20","0.01","4,844,337.20","78,898.00","61.40","United States","NASDAQ","USD","1.00","USD","-"
"IDA","IDACORP INC","Utilities","Equity","4,839,072.84","0.01","4,839,072.84","38,052.00","127.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HRB","H&R BLOCK INC","Consumer Discretionary","Equity","4,834,480.05","0.01","4,834,480.05","94,405.00","51.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ESTC","ELASTIC NV","Information Technology","Equity","4,836,970.04","0.01","4,836,970.04","62,308.00","77.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OMF","ONEMAIN HOLDINGS INC","Financials","Equity","4,826,379.78","0.01","4,826,379.78","82,899.00","58.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AXTA","AXALTA COATING SYSTEMS LTD","Materials","Equity","4,821,877.58","0.01","4,821,877.58","155,194.00","31.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GPK","GRAPHIC PACKAGING HOLDING","Materials","Equity","4,825,434.25","0.01","4,825,434.25","212,107.00","22.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CHDN","CHURCHILL DOWNS INC","Consumer Discretionary","Equity","4,804,806.44","0.01","4,804,806.44","46,298.00","103.78","United States","NASDAQ","USD","1.00","USD","-"
"KNX","KNIGHT-SWIFT TRANSPORTATION HOLDIN","Industrials","Equity","4,798,903.68","0.01","4,798,903.68","110,472.00","43.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STAG","STAG INDUSTRIAL REIT INC","Real Estate","Equity","4,784,812.20","0.01","4,784,812.20","132,580.00","36.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ARW","ARROW ELECTRONICS INC","Information Technology","Equity","4,777,547.26","0.01","4,777,547.26","38,138.00","125.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MHK","MOHAWK INDUSTRIES INC","Consumer Discretionary","Equity","4,768,867.22","0.01","4,768,867.22","37,318.00","127.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FR","FIRST INDUSTRIAL REALTY TRUST INC","Real Estate","Equity","4,770,637.00","0.01","4,770,637.00","94,300.00","50.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MIDD","MIDDLEBY CORP","Industrials","Equity","4,758,842.46","0.01","4,758,842.46","35,886.00","132.61","United States","NASDAQ","USD","1.00","USD","-"
"WH","WYNDHAM HOTELS RESORTS INC","Consumer Discretionary","Equity","4,759,854.00","0.01","4,759,854.00","54,120.00","87.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MKSI","MKS INC","Information Technology","Equity","4,740,618.48","0.01","4,740,618.48","47,086.00","100.68","United States","NASDAQ","USD","1.00","USD","-"
"VNT","VONTIER CORP","Information Technology","Equity","4,726,127.12","0.01","4,726,127.12","110,734.00","42.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FAF","FIRST AMERICAN FINANCIAL CORP","Financials","Equity","4,722,161.04","0.01","4,722,161.04","72,783.00","64.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VNO","VORNADO REALTY TRUST REIT","Real Estate","Equity","4,716,512.51","0.01","4,716,512.51","127,027.00","37.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CORT","CORCEPT THERAPEUTICS INC","Health Care","Equity","4,695,430.24","0.01","4,695,430.24","66,896.00","70.19","United States","NASDAQ","USD","1.00","USD","-"
"IONS","IONIS PHARMACEUTICALS INC","Health Care","Equity","4,686,308.64","0.01","4,686,308.64","110,318.00","42.48","United States","NASDAQ","USD","1.00","USD","-"
"ETSY","ETSY INC","Consumer Discretionary","Equity","4,664,038.89","0.01","4,664,038.89","73,461.00","63.49","United States","NASDAQ","USD","1.00","USD","-"
"XP","XP CLASS A INC","Financials","Equity","4,657,616.00","0.01","4,657,616.00","291,101.00","16.00","Brazil","NASDAQ","USD","1.00","USD","-"
"KBR","KBR INC","Industrials","Equity","4,647,036.21","0.01","4,647,036.21","93,183.00","49.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SITE","SITEONE LANDSCAPE SUPPLY INC","Industrials","Equity","4,636,807.50","0.01","4,636,807.50","32,539.00","142.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MSA","MSA SAFETY INC","Industrials","Equity","4,637,919.84","0.01","4,637,919.84","27,078.00","171.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RGEN","REPLIGEN CORP","Health Care","Equity","4,629,027.00","0.01","4,629,027.00","37,482.00","123.50","United States","NASDAQ","USD","1.00","USD","-"
"GNTX","GENTEX CORP","Consumer Discretionary","Equity","4,602,216.45","0.01","4,602,216.45","166,205.00","27.69","United States","NASDAQ","USD","1.00","USD","-"
"BBWI","BATH AND BODY WORKS INC","Consumer Discretionary","Equity","4,590,818.82","0.01","4,590,818.82","153,951.00","29.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ESAB","ESAB CORP","Industrials","Equity","4,588,941.69","0.01","4,588,941.69","40,499.00","113.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMG","AFFILIATED MANAGERS GROUP INC","Financials","Equity","4,571,085.30","0.01","4,571,085.30","21,002.00","217.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MTG","MGIC INVESTMENT CORP","Financials","Equity","4,560,392.04","0.01","4,560,392.04","166,074.00","27.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SLM","SLM CORP","Financials","Equity","4,557,162.50","0.01","4,557,162.50","150,650.00","30.25","United States","NASDAQ","USD","1.00","USD","-"
"CPB","CAMPBELL SOUP","Consumer Staples","Equity","4,548,159.70","0.01","4,548,159.70","139,130.00","32.69","United States","NASDAQ","USD","1.00","USD","-"
"PRMB","PRIMO BRANDS CLASS A CORP","Consumer Staples","Equity","4,536,351.40","0.01","4,536,351.40","182,770.00","24.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ELF","ELF BEAUTY INC","Consumer Staples","Equity","4,519,148.79","0.01","4,519,148.79","37,713.00","119.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RITM","RITHM CAPITAL CORP","Financials","Equity","4,515,280.00","0.01","4,515,280.00","366,500.00","12.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MASI","MASIMO CORP","Health Care","Equity","4,517,419.56","0.01","4,517,419.56","30,781.00","146.76","United States","NASDAQ","USD","1.00","USD","-"
"RVMD","REVOLUTION MEDICINES INC","Health Care","Equity","4,508,634.06","0.01","4,508,634.06","123,389.00","36.54","United States","NASDAQ","USD","1.00","USD","-"
"CHRD","CHORD ENERGY CORP","Energy","Equity","4,504,721.25","0.01","4,504,721.25","44,125.00","102.09","United States","NASDAQ","USD","1.00","USD","-"
"VNOM","VIPER ENERGY INC CLASS A","Other","Equity","4,493,107.21","0.01","4,493,107.21","120,233.00","37.37","United States","NASDAQ","USD","1.00","USD","-"
"LPX","LOUISIANA PACIFIC CORP","Materials","Equity","4,494,752.00","0.01","4,494,752.00","45,632.00","98.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APPF","APPFOLIO INC CLASS A","Information Technology","Equity","4,469,500.94","0.01","4,469,500.94","16,558.00","269.93","United States","NASDAQ","USD","1.00","USD","-"
"GXO","GXO LOGISTICS INC","Industrials","Equity","4,429,940.34","0.01","4,429,940.34","83,051.00","53.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GTES","GATES INDUSTRIAL PLC","Industrials","Equity","4,433,197.23","0.01","4,433,197.23","180,873.00","24.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"THG","HANOVER INSURANCE GROUP INC","Financials","Equity","4,427,693.04","0.01","4,427,693.04","25,644.00","172.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OLED","UNIVERSAL DISPLAY CORP","Information Technology","Equity","4,401,252.50","0.01","4,401,252.50","31,270.00","140.75","United States","NASDAQ","USD","1.00","USD","-"
"PB","PROSPERITY BANCSHARES INC","Financials","Equity","4,387,695.51","0.01","4,387,695.51","65,109.00","67.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COKE","COCA COLA CONSOLIDATED INC","Consumer Staples","Equity","4,389,385.02","0.01","4,389,385.02","36,867.00","119.06","United States","NASDAQ","USD","1.00","USD","-"
"CRUS","CIRRUS LOGIC INC","Information Technology","Equity","4,371,249.06","0.01","4,371,249.06","38,646.00","113.11","United States","NASDAQ","USD","1.00","USD","-"
"MORN","MORNINGSTAR INC","Financials","Equity","4,357,031.58","0.01","4,357,031.58","16,734.00","260.37","United States","NASDAQ","USD","1.00","USD","-"
"RYAN","RYAN SPECIALTY HOLDINGS INC CLASS","Financials","Equity","4,346,464.00","0.01","4,346,464.00","73,420.00","59.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HLNE","HAMILTON LANE INC CLASS A","Financials","Equity","4,340,459.20","0.01","4,340,459.20","28,760.00","150.92","United States","NASDAQ","USD","1.00","USD","-"
"LFUS","LITTELFUSE INC","Information Technology","Equity","4,334,354.70","0.01","4,334,354.70","17,142.00","252.85","United States","NASDAQ","USD","1.00","USD","-"
"TEM","TEMPUS AI INC CLASS A","Health Care","Equity","4,283,072.64","0.01","4,283,072.64","58,608.00","73.08","United States","NASDAQ","USD","1.00","USD","-"
"SNDK","SANDISK CORP","Information Technology","Equity","4,279,769.16","0.01","4,279,769.16","96,002.00","44.58","United States","NASDAQ","USD","1.00","USD","-"
"AL","AIR LEASE CORP CLASS A","Industrials","Equity","4,273,952.20","0.01","4,273,952.20","73,562.00","58.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FOUR","SHIFT4 PAYMENTS INC CLASS A","Financials","Equity","4,266,839.50","0.01","4,266,839.50","47,278.00","90.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FCN","FTI CONSULTING INC","Industrials","Equity","4,250,666.70","0.01","4,250,666.70","25,137.00","169.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LOPE","GRAND CANYON EDUCATION INC","Consumer Discretionary","Equity","4,246,741.31","0.01","4,246,741.31","20,923.00","202.97","United States","NASDAQ","USD","1.00","USD","-"
"LYFT","LYFT INC CLASS A","Industrials","Equity","4,243,369.95","0.01","4,243,369.95","272,535.00","15.57","United States","NASDAQ","USD","1.00","USD","-"
"AM","ANTERO MIDSTREAM CORP","Energy","Equity","4,206,268.04","0.01","4,206,268.04","241,462.00","17.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AUR","AURORA INNOVATION INC CLASS A","Information Technology","Equity","4,193,211.88","0.01","4,193,211.88","701,206.00","5.98","United States","NASDAQ","USD","1.00","USD","-"
"LAZ","LAZARD INC","Financials","Equity","4,178,929.88","0.01","4,178,929.88","77,762.00","53.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GTLB","GITLAB INC CLASS A","Information Technology","Equity","4,170,012.65","0.01","4,170,012.65","94,195.00","44.27","United States","NASDAQ","USD","1.00","USD","-"
"NXST","NEXSTAR MEDIA GROUP INC","Communication","Equity","4,171,633.86","0.01","4,171,633.86","20,082.00","207.73","United States","NASDAQ","USD","1.00","USD","-"
"WEX","WEX INC","Financials","Equity","4,135,326.30","0.01","4,135,326.30","24,162.00","171.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
